instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr
453,2012-03-28,2,2012,march,0,3,working,1,19.850847,23.5475,48.125,19.541957,674,5024,5698,11.5
454,2012-03-29,2,2012,march,0,4,working,1,20.260847000000002,24.1152,43.9167,21.41655,834,5299,6133,11.5
455,2012-03-30,2,2012,march,0,5,working,2,15.17,18.78105,58.0833,9.250489,796,4663,5459,11.5
456,2012-03-31,2,2012,march,0,6,holiday/weekend,2,17.390847,21.0854,73.83330000000001,16.791338999999997,2301,3934,6235,11.5
457,2012-04-01,2,2012,april,0,0,holiday/weekend,2,17.459153,20.86435,67.625,11.541889,2347,3694,6041,11.5
458,2012-04-02,2,2012,april,0,1,working,1,17.790433,21.37565,50.4348,20.913313,1208,4728,5936,11.869565217391305
459,2012-04-03,2,2012,april,0,2,working,1,19.133347,23.07415,39.6667,6.708911,1348,5424,6772,11.5
460,2012-04-04,2,2012,april,0,3,working,1,22.208347,26.6725,46.958299999999994,12.125325,1058,5378,6436,11.5
461,2012-04-05,2,2012,april,0,4,working,1,17.835,21.55815,37.416700000000006,14.708443,1192,5265,6457,11.5
462,2012-04-06,2,2012,april,0,5,working,1,16.536653,19.538349999999998,37.7083,20.125996,1807,4653,6460,11.5
463,2012-04-07,2,2012,april,0,6,holiday/weekend,1,17.9375,21.306449999999998,25.4167,18.416356999999998,3252,3605,6857,11.5
464,2012-04-08,2,2012,april,0,0,holiday/weekend,1,20.5,24.62125,27.5833,15.583931999999999,2230,2939,5169,11.5
465,2012-04-09,2,2012,april,0,1,working,1,20.055847,23.8319,31.75,23.999132,905,4680,5585,11.5
466,2012-04-10,2,2012,april,0,2,working,1,18.313347,21.81165,43.5,16.708125000000003,819,5099,5918,11.5
467,2012-04-11,2,2012,april,0,3,working,1,14.296536,16.8637,46.9565,19.783358,482,4380,4862,11.826086956521738
468,2012-04-12,2,2012,april,0,4,working,1,16.2975,19.3802,46.625,19.458743,663,4746,5409,11.5
469,2012-04-13,2,2012,april,0,5,working,1,18.142500000000002,21.590400000000002,40.8333,10.416557,1252,5146,6398,11.5
470,2012-04-14,2,2012,april,0,6,holiday/weekend,1,20.294999999999998,24.3998,50.29169999999999,12.791439,2795,4665,7460,11.5
471,2012-04-15,2,2012,april,0,0,holiday/weekend,1,24.873347,28.69375,50.79169999999999,15.083643,2846,4286,7132,11.5
472,2012-04-16,2,2012,april,1,1,holiday/weekend,1,27.230846999999997,30.746250000000003,56.166700000000006,19.083543,1198,5172,6370,11.5
473,2012-04-17,2,2012,april,0,2,working,1,24.941653000000002,29.92435,39.0417,18.333143,989,5702,6691,11.5
474,2012-04-18,2,2012,april,0,3,working,2,18.996653,22.8519,56.9167,11.250104,347,4020,4367,11.5
475,2012-04-19,2,2012,april,0,4,working,1,20.431653,24.6523,61.25000000000001,4.417256399999999,846,5719,6565,11.5
476,2012-04-20,2,2012,april,0,5,working,1,21.593347,25.78875,69.4583,10.041357,1340,5950,7290,11.5
477,2012-04-21,2,2012,april,0,6,holiday/weekend,1,23.369999999999997,27.14605,68.2917,19.000328999999997,2541,4083,6624,11.5
478,2012-04-22,2,2012,april,0,0,holiday/weekend,3,16.263347,19.4752,83.54169999999999,23.084582,120,907,1027,11.5
479,2012-04-23,2,2012,april,0,1,working,2,13.188346999999998,15.056249999999999,76.66669999999999,20.334232,195,3019,3214,11.5
480,2012-04-24,2,2012,april,0,2,working,1,16.946653,20.26415,45.4167,16.708661,518,5115,5633,11.5
481,2012-04-25,2,2012,april,0,3,working,1,19.543347,23.51585,42.7917,7.959064,655,5541,6196,11.5
482,2012-04-26,2,2012,april,0,4,working,2,20.431653,24.17915,75.66669999999999,11.833875,475,4551,5026,11.5
483,2012-04-27,2,2012,april,0,5,working,1,18.7575,22.63185,40.0833,23.291411,1014,5219,6233,11.5
484,2012-04-28,2,2012,april,0,6,holiday/weekend,2,15.443347,18.8752,48.9583,8.708325,1120,3100,4220,11.5
485,2012-04-29,2,2012,april,0,0,holiday/weekend,1,18.791653,22.50605,58.7083,7.8328359999999995,2229,4075,6304,11.5
486,2012-04-30,2,2012,april,0,1,working,2,19.030847,22.8848,56.99999999999999,11.499746,665,4907,5572,11.5
487,2012-05-01,2,2012,may,0,2,working,2,25.146653,28.85105,65.95830000000001,10.458432,653,5087,5740,11.5
488,2012-05-02,2,2012,may,0,3,working,1,23.130847,26.894800000000004,79.7083,9.249885999999998,667,5502,6169,11.5
489,2012-05-03,2,2012,may,0,4,working,2,22.96,26.862099999999998,76.83330000000001,8.957632,764,5657,6421,11.5
490,2012-05-04,2,2012,may,0,5,working,1,25.7275,29.54585,73.54169999999999,10.916846,1069,5227,6296,11.5
491,2012-05-05,2,2012,may,0,6,holiday/weekend,2,25.488346999999997,29.2304,75.66669999999999,10.250464,2496,4387,6883,11.5
492,2012-05-06,2,2012,may,0,0,holiday/weekend,2,23.0625,27.336850000000002,74.0,10.041893,2135,4224,6359,11.5
493,2012-05-07,2,2012,may,0,1,working,2,22.037499999999998,26.3571,66.41669999999999,15.458307000000001,1008,5265,6273,11.5
494,2012-05-08,2,2012,may,0,2,working,2,23.848347,27.87355,68.58330000000001,19.833942999999998,738,4990,5728,11.5
495,2012-05-09,2,2012,may,0,3,working,2,23.575,27.65125,74.4167,14.499604,620,4097,4717,11.5
496,2012-05-10,2,2012,may,0,4,working,1,20.739152999999998,24.58915,55.2083,21.042220999999998,1026,5546,6572,11.5
497,2012-05-11,2,2012,may,0,5,working,1,21.866653,26.04165,36.0417,15.874779,1319,5711,7030,11.5
498,2012-05-12,2,2012,may,0,6,holiday/weekend,1,23.130847,27.24085,48.0417,8.249911,2622,4807,7429,11.5
499,2012-05-13,2,2012,may,0,0,holiday/weekend,1,25.1125,29.2619,57.62500000000001,15.082839,2172,3946,6118,11.5
500,2012-05-14,2,2012,may,0,1,working,2,23.506653,27.495000000000005,78.95830000000001,14.250364,342,2501,2843,11.5
501,2012-05-15,2,2012,may,0,2,working,2,25.078346999999997,28.8202,79.45830000000001,9.875264,625,4490,5115,11.5
502,2012-05-16,2,2012,may,0,3,working,1,26.103347,29.798750000000002,69.7917,8.208304,991,6433,7424,11.5
503,2012-05-17,2,2012,may,0,4,working,1,24.326653,28.630650000000003,52.0,15.374825000000001,1242,6142,7384,11.5
504,2012-05-18,2,2012,may,0,5,working,1,23.130847,27.55605,52.33330000000001,9.166739,1521,6118,7639,11.5
505,2012-05-19,2,2012,may,0,6,holiday/weekend,1,24.599999999999998,28.345399999999998,45.625,5.626325,3410,4884,8294,11.5
506,2012-05-20,2,2012,may,0,0,holiday/weekend,1,25.454152999999998,29.19835,53.041700000000006,17.042589,2704,4425,7129,11.5
507,2012-05-21,2,2012,may,0,1,working,2,24.531653,28.283350000000002,81.125,15.624668,630,3729,4359,11.5
508,2012-05-22,2,2012,may,0,2,working,2,25.215,29.04125,76.5833,7.917189,819,5254,6073,11.5
509,2012-05-23,2,2012,may,0,3,working,2,25.488346999999997,29.230600000000003,77.45830000000001,6.834,766,4494,5260,11.5
510,2012-05-24,2,2012,may,0,4,working,1,26.855,30.335,71.6667,11.584031999999999,1059,5711,6770,11.5
511,2012-05-25,2,2012,may,0,5,working,1,27.880000000000003,31.37645,74.70830000000001,9.41685,1417,5317,6734,11.5
512,2012-05-26,2,2012,may,0,6,holiday/weekend,1,28.392500000000002,32.134800000000006,73.25,13.332464,2855,3681,6536,11.5
513,2012-05-27,2,2012,may,0,0,holiday/weekend,1,28.29,32.07125,69.7083,14.416457,3283,3308,6591,11.5
514,2012-05-28,2,2012,may,1,1,holiday/weekend,1,29.212500000000002,33.965,67.625,13.166907,2557,3486,6043,11.5
515,2012-05-29,2,2012,may,0,2,working,1,29.622500000000002,33.6496,68.45830000000001,19.7918,880,4863,5743,11.5
516,2012-05-30,2,2012,may,0,3,working,2,26.923347,30.55645,67.0,9.000043,745,6110,6855,11.5
517,2012-05-31,2,2012,may,0,4,working,1,27.880000000000003,31.566450000000003,49.2917,13.083693,1100,6238,7338,11.5
518,2012-06-01,2,2012,june,0,5,working,2,26.820847,30.3981,75.5417,15.916720999999999,533,3594,4127,11.5
519,2012-06-02,2,2012,june,0,6,holiday/weekend,1,23.916653,28.3144,54.9167,12.499654,2795,5325,8120,11.5
520,2012-06-03,2,2012,june,0,0,holiday/weekend,1,24.7025,28.75665,49.3333,12.333829,2494,5147,7641,11.5
521,2012-06-04,2,2012,june,0,1,working,1,24.497500000000002,28.91415,48.7083,19.083811,1071,5927,6998,11.5
522,2012-06-05,2,2012,june,0,2,working,2,22.174153,26.294600000000003,61.3333,14.041525,968,6033,7001,11.5
523,2012-06-06,2,2012,june,0,3,working,1,22.720847,27.1146,61.12499999999999,5.167375,1027,6028,7055,11.5
524,2012-06-07,2,2012,june,0,4,working,1,24.7025,28.4721,56.7083,10.542449999999999,1038,6456,7494,11.5
525,2012-06-08,2,2012,june,0,5,working,1,26.615847000000002,29.8931,46.791700000000006,11.750661000000001,1488,6248,7736,11.5
526,2012-06-09,2,2012,june,0,6,holiday/weekend,1,29.144153000000003,32.418350000000004,43.7083,9.667229,2708,4790,7498,11.5
527,2012-06-10,2,2012,june,0,0,holiday/weekend,1,29.793346999999997,33.175850000000004,53.833299999999994,8.959307,2224,4374,6598,11.5
528,2012-06-11,2,2012,june,0,1,working,2,29.554153,32.98605,58.791700000000006,13.916771,1017,5647,6664,11.5
529,2012-06-12,2,2012,june,0,2,working,2,26.786653,29.89375,83.3333,14.374581999999998,477,4495,4972,11.5
530,2012-06-13,2,2012,june,0,3,working,1,26.889153,30.55585,58.2083,22.999693,1173,6248,7421,11.5
531,2012-06-14,2,2012,june,0,4,working,1,26.581653000000003,31.219150000000003,56.958299999999994,17.000111,1180,6183,7363,11.5
532,2012-06-15,2,2012,june,0,5,working,1,26.205847000000002,29.9877,58.958299999999994,11.833339,1563,6102,7665,11.5
533,2012-06-16,2,2012,june,0,6,holiday/weekend,1,25.898346999999998,29.735400000000002,50.416700000000006,11.166689,2963,4739,7702,11.5
534,2012-06-17,2,2012,june,0,0,holiday/weekend,1,24.2925,28.59875,59.875,9.708568,2634,4344,6978,11.5
535,2012-06-18,2,2012,june,0,1,working,2,23.301652999999998,27.2421,77.79169999999999,11.707982000000001,653,4446,5099,11.5
536,2012-06-19,2,2012,june,0,2,working,1,28.221653,32.7346,69.0,9.917139,968,5857,6825,11.5
537,2012-06-20,2,2012,june,0,3,working,1,32.082499999999996,36.04875,59.2083,7.625404,872,5339,6211,11.5
538,2012-06-21,3,2012,june,0,4,working,1,33.039153,37.6271,56.7917,7.958729,778,5127,5905,11.5
539,2012-06-22,3,2012,june,0,5,working,1,31.877499999999998,36.20605,57.375,12.250414000000001,964,4859,5823,11.5
540,2012-06-23,3,2012,june,0,6,holiday/weekend,1,29.998347,32.6396,53.4583,12.041307,2657,4801,7458,11.5
541,2012-06-24,3,2012,june,0,0,holiday/weekend,1,30.476653000000002,33.7127,47.9167,9.750174999999999,2551,4340,6891,11.5
542,2012-06-25,3,2012,june,0,1,working,1,29.349153,32.7021,50.416700000000006,20.125661,1139,5640,6779,11.5
543,2012-06-26,3,2012,june,0,2,working,1,25.864152999999998,29.7352,37.3333,23.292014,1077,6365,7442,11.5
544,2012-06-27,3,2012,june,0,3,working,1,28.5975,32.0396,36.0,18.208925,1077,6258,7335,11.5
545,2012-06-28,3,2012,june,0,4,working,1,30.715847,33.7756,42.25,11.50055,921,5958,6879,11.5
546,2012-06-29,3,2012,june,0,5,working,1,34.200847,39.33065,48.875,11.082939000000001,829,4634,5463,11.5
547,2012-06-30,3,2012,june,0,6,holiday/weekend,1,31.365000000000002,34.3754,60.12499999999999,10.791756999999999,1455,4232,5687,11.5
548,2012-07-01,3,2012,july,0,0,holiday/weekend,1,33.449153,37.53145,51.87500000000001,11.291443000000001,1421,4110,5531,11.5
549,2012-07-02,3,2012,july,0,1,working,1,32.048347,35.1019,44.7083,13.082889,904,5323,6227,11.5
550,2012-07-03,3,2012,july,0,2,working,1,32.014153,35.1325,49.2083,8.457878999999998,1052,5608,6660,11.5
551,2012-07-04,3,2012,july,1,3,holiday/weekend,1,32.355847,36.61685,53.87499999999999,9.041649999999999,2562,4841,7403,11.5
552,2012-07-05,3,2012,july,0,4,working,1,33.9275,38.06835,45.7917,12.999943,1405,4836,6241,11.5
553,2012-07-06,3,2012,july,0,5,working,1,33.961653,37.62665,45.0833,9.791514,1366,4841,6207,11.5
554,2012-07-07,3,2012,july,0,6,holiday/weekend,1,35.328347,40.24565,49.2083,10.958118,1448,3392,4840,11.5
555,2012-07-08,3,2012,july,0,0,holiday/weekend,1,33.722500000000004,39.5198,57.375,8.417143,1203,3469,4672,11.5
556,2012-07-09,3,2012,july,0,1,working,2,29.144153000000003,32.7027,68.3333,12.125325,998,5571,6569,11.5
557,2012-07-10,3,2012,july,0,2,working,2,29.554153,33.2398,66.75,10.166379000000001,954,5336,6290,11.5
558,2012-07-11,3,2012,july,0,3,working,1,29.383347,32.51355,63.3333,10.166111,975,6289,7264,11.5
559,2012-07-12,3,2012,july,0,4,working,1,29.349153,32.73415,52.9583,9.833924999999999,1032,6414,7446,11.5
560,2012-07-13,3,2012,july,0,5,working,2,29.998347,33.39665,48.5833,5.41695,1511,5988,7499,11.5
561,2012-07-14,3,2012,july,0,6,holiday/weekend,2,28.836653,33.3021,69.91669999999999,9.626493,2355,4614,6969,11.5
562,2012-07-15,3,2012,july,0,0,holiday/weekend,1,30.579152999999998,35.259800000000006,71.7917,11.166689,1920,4111,6031,11.5
563,2012-07-16,3,2012,july,0,1,working,1,31.296653000000003,36.206250000000004,64.5,11.000529,1088,5742,6830,11.5
564,2012-07-17,3,2012,july,0,2,working,1,33.551653,37.78415,50.583299999999994,7.666743,921,5865,6786,11.5
565,2012-07-18,3,2012,july,0,3,working,1,32.526652999999996,37.27915,57.7083,9.208614,799,4914,5713,11.5
566,2012-07-19,3,2012,july,0,4,working,1,31.57,35.7321,60.0417,11.083743,888,5703,6591,11.5
567,2012-07-20,3,2012,july,0,5,working,2,27.299153,30.65125,84.4167,14.000789000000001,747,5123,5870,11.5
568,2012-07-21,3,2012,july,0,6,holiday/weekend,3,24.429153,27.495599999999996,86.5417,14.2911,1264,3195,4459,11.5
569,2012-07-22,3,2012,july,0,0,holiday/weekend,2,27.3675,31.156250000000004,76.25,6.2926936,2544,4866,7410,11.5
570,2012-07-23,3,2012,july,0,1,working,1,30.408347,34.50085,69.41669999999999,9.291761,1135,5831,6966,11.5
571,2012-07-24,3,2012,july,0,2,working,1,30.784153,35.3225,65.5,14.167418,1140,6452,7592,11.5
572,2012-07-25,3,2012,july,0,3,working,1,29.690847,32.7027,45.0,11.0416,1383,6790,8173,11.5
573,2012-07-26,3,2012,july,0,4,working,1,31.843347,36.96315,59.66669999999999,19.082470999999998,1036,5825,6861,11.5
574,2012-07-27,3,2012,july,0,5,working,1,32.048347,36.71085,59.458299999999994,10.250464,1259,5645,6904,11.5
575,2012-07-28,3,2012,july,0,6,holiday/weekend,1,30.989152999999998,34.8802,61.3333,10.542449999999999,2234,4451,6685,11.5
576,2012-07-29,3,2012,july,0,0,holiday/weekend,1,29.588347,33.39665,62.375,11.416532,2153,4444,6597,11.5
577,2012-07-30,3,2012,july,0,1,working,1,29.964153,34.24935,66.875,10.292339,1040,6065,7105,11.5
578,2012-07-31,3,2012,july,0,2,working,1,29.246653,33.144800000000004,70.41669999999999,11.083475,968,6248,7216,11.5
579,2012-08-01,3,2012,august,0,3,working,1,29.4175,33.3654,67.75,9.458993,1074,6506,7580,11.5
580,2012-08-02,3,2012,august,0,4,working,1,30.8525,35.354400000000005,65.95830000000001,8.666718,983,6278,7261,11.5
581,2012-08-03,3,2012,august,0,5,working,2,31.399153,36.143350000000005,64.25,14.458064,1328,5847,7175,11.5
582,2012-08-04,3,2012,august,0,6,holiday/weekend,1,32.526652999999996,37.56335,61.3333,17.249686,2345,4479,6824,11.5
583,2012-08-05,3,2012,august,0,0,holiday/weekend,1,31.535847,36.55395,65.25,19.458206999999998,1707,3757,5464,11.5
584,2012-08-06,3,2012,august,0,1,working,2,30.8525,35.5123,65.4167,8.666718,1233,5780,7013,11.5
585,2012-08-07,3,2012,august,0,2,working,2,30.169152999999998,34.88105,70.375,7.8328359999999995,1278,5995,7273,11.5
586,2012-08-08,3,2012,august,0,3,working,2,30.75,35.385850000000005,67.29169999999999,7.4169,1263,6271,7534,11.5
587,2012-08-09,3,2012,august,0,4,working,1,30.989152999999998,34.9754,62.0417,10.458699999999999,1196,6090,7286,11.5
588,2012-08-10,3,2012,august,0,5,working,2,29.349153,33.3971,71.58330000000001,16.000471,1065,4721,5786,11.5
589,2012-08-11,3,2012,august,0,6,holiday/weekend,2,28.392500000000002,31.91335,73.2917,13.834093,2247,4052,6299,11.5
590,2012-08-12,3,2012,august,0,0,holiday/weekend,1,28.734153000000003,32.22895,53.041700000000006,8.208304,2182,4362,6544,11.5
591,2012-08-13,3,2012,august,0,1,working,1,29.554153,33.112700000000004,54.541700000000006,9.126204,1207,5676,6883,11.5
592,2012-08-14,3,2012,august,0,2,working,1,29.793346999999997,33.838950000000004,68.6667,11.333586,1128,5656,6784,11.5
593,2012-08-15,3,2012,august,0,3,working,1,28.973347,32.70185,61.9583,11.374657000000001,1198,6149,7347,11.5
594,2012-08-16,3,2012,august,0,4,working,1,29.485847,32.7344,51.916700000000006,9.500332,1338,6267,7605,11.5
595,2012-08-17,3,2012,august,0,5,working,1,29.656653,12.120000000000001,57.0833,15.500718,1483,5665,7148,11.5
596,2012-08-18,3,2012,august,0,6,holiday/weekend,1,27.811653,30.903550000000003,60.3333,11.917089,2827,5038,7865,11.5
597,2012-08-19,3,2012,august,0,0,holiday/weekend,2,26.069153,30.1777,71.1667,5.79215,1208,3341,4549,11.5
598,2012-08-20,3,2012,august,0,1,working,2,26.069153,29.798350000000003,73.4167,8.708593,1026,5504,6530,11.5
599,2012-08-21,3,2012,august,0,2,working,1,26.615847000000002,30.051250000000003,67.375,4.8756436,1081,5925,7006,11.5
600,2012-08-22,3,2012,august,0,3,working,1,27.3675,31.0927,67.7083,4.708981100000001,1094,6281,7375,11.5
601,2012-08-23,3,2012,august,0,4,working,1,28.529153,31.8504,63.5833,5.6679186,1363,6402,7765,11.5
602,2012-08-24,3,2012,august,0,5,working,2,28.802500000000002,32.355000000000004,61.5,4.8337686,1325,6257,7582,11.5
603,2012-08-25,3,2012,august,0,6,holiday/weekend,2,27.128347,30.934800000000003,71.2917,16.375336,1829,4224,6053,11.5
604,2012-08-26,3,2012,august,0,0,holiday/weekend,2,26.786653,29.799799999999998,84.5833,15.333486,1483,3772,5255,11.5
605,2012-08-27,3,2012,august,0,1,working,1,28.836653,32.7344,73.04169999999999,8.625110999999999,989,5928,6917,11.5
606,2012-08-28,3,2012,august,0,2,working,1,29.861653,33.3025,62.0,12.791975,935,6105,7040,11.5
607,2012-08-29,3,2012,august,0,3,working,1,28.085,31.786649999999998,55.2083,7.541653999999999,1177,6520,7697,11.5
608,2012-08-30,3,2012,august,0,4,working,1,28.973347,32.63895,59.0417,5.1668189,1172,6541,7713,11.5
609,2012-08-31,3,2012,august,0,5,working,1,31.330847000000002,34.47,58.75,11.291711,1433,5917,7350,11.5
610,2012-09-01,3,2012,september,0,6,holiday/weekend,2,30.886653000000003,35.1327,63.8333,7.5835289999999995,2352,3788,6140,11.5
611,2012-09-02,3,2012,september,0,0,holiday/weekend,2,28.563347,32.45,81.5,4.2927436,2613,3197,5810,11.5
612,2012-09-03,3,2012,september,1,1,holiday/weekend,1,29.0075,33.081450000000004,79.0833,10.125107,1965,4069,6034,11.5
613,2012-09-04,3,2012,september,0,2,working,1,29.759152999999998,34.3444,75.5,15.833507,867,5997,6864,11.5
614,2012-09-05,3,2012,september,0,3,working,1,30.203346999999997,35.44915,74.125,12.583136,832,6280,7112,11.5
615,2012-09-06,3,2012,september,0,4,working,2,28.563347,32.766450000000006,81.0417,9.542207,611,5592,6203,11.5
616,2012-09-07,3,2012,september,0,5,working,1,28.836653,32.8602,73.625,11.500282,1045,6459,7504,11.5
617,2012-09-08,3,2012,september,0,6,holiday/weekend,2,27.025847,30.556050000000003,79.91669999999999,18.833968000000002,1557,4419,5976,11.5
618,2012-09-09,3,2012,september,0,0,holiday/weekend,1,25.009999999999998,28.946250000000003,54.75,15.041232,2570,5657,8227,11.5
619,2012-09-10,3,2012,september,0,1,working,1,23.916653,28.2827,50.375,17.333771000000002,1118,6407,7525,11.5
620,2012-09-11,3,2012,september,0,2,working,1,23.677500000000002,27.7146,52.0,6.1676314,1070,6697,7767,11.5
621,2012-09-12,3,2012,september,0,3,working,1,24.565847,28.50375,57.7083,8.833682,1050,6820,7870,11.5
622,2012-09-13,3,2012,september,0,4,working,1,25.1125,28.9779,63.708299999999994,5.5422936,1054,6750,7804,11.5
623,2012-09-14,3,2012,september,0,5,working,1,25.966653,29.704150000000002,67.25,6.9588209999999995,1379,6630,8009,11.5
624,2012-09-15,3,2012,september,0,6,holiday/weekend,1,24.941653000000002,29.29335,50.1667,16.583907,3160,5554,8714,11.5
625,2012-09-16,3,2012,september,0,0,holiday/weekend,1,23.779999999999998,28.15625,56.99999999999999,6.042281099999999,2166,5167,7333,11.5
626,2012-09-17,3,2012,september,0,1,working,2,23.814153,27.652500000000003,73.4583,10.166713999999999,1022,5847,6869,11.5
627,2012-09-18,3,2012,september,0,2,working,2,25.556653,28.253349999999998,87.25,23.958329,371,3702,4073,11.5
628,2012-09-19,3,2012,september,0,3,working,1,22.6525,27.0202,53.6667,14.416725,788,6803,7591,11.5
629,2012-09-20,3,2012,september,0,4,working,1,22.413347,26.6096,61.8333,7.917189,939,6781,7720,11.5
630,2012-09-21,3,2012,september,0,5,working,1,24.565847,28.59855,66.875,10.333343000000001,1250,6917,8167,11.5
631,2012-09-22,3,2012,september,0,6,holiday/weekend,1,26.650000000000002,30.5244,64.6667,19.000061,2512,5883,8395,11.5
632,2012-09-23,4,2012,september,0,0,holiday/weekend,1,21.695847,25.946649999999998,46.7083,14.958286000000001,2454,5453,7907,11.5
633,2012-09-24,4,2012,september,0,1,working,1,21.080847000000002,25.12565,49.2917,9.541068000000001,1001,6435,7436,11.5
634,2012-09-25,4,2012,september,0,2,working,1,22.55,27.208949999999998,56.99999999999999,15.833507,845,6693,7538,11.5
635,2012-09-26,4,2012,september,0,3,working,1,26.035,29.83065,63.083299999999994,16.3748,787,6946,7733,11.5
636,2012-09-27,4,2012,september,0,4,working,2,26.650000000000002,30.398750000000003,69.08330000000001,9.000914,751,6642,7393,11.5
637,2012-09-28,4,2012,september,0,5,working,2,25.385847000000002,29.29315,69.0,10.999993,1045,6370,7415,11.5
638,2012-09-29,4,2012,september,0,6,holiday/weekend,1,22.2425,26.5148,54.2917,15.249468,2589,5966,8555,11.5
639,2012-09-30,4,2012,september,0,0,holiday/weekend,1,21.593347,25.88315,58.3333,9.042186,2015,4874,6889,11.5
640,2012-10-01,4,2012,october,0,1,working,2,21.354153,25.6,64.9167,6.0838814,763,6015,6778,11.5
641,2012-10-02,4,2012,october,0,2,working,3,24.224153,27.116649999999996,87.16669999999999,6.9998249999999995,315,4324,4639,11.5
642,2012-10-03,4,2012,october,0,3,working,2,26.9575,29.95665,79.375,4.4585686,728,6844,7572,11.5
643,2012-10-04,4,2012,october,0,4,working,2,26.9575,30.398750000000003,72.2917,7.875582,891,6437,7328,11.5
644,2012-10-05,4,2012,october,0,5,working,1,25.215,29.00935,62.74999999999999,7.12545,1516,6640,8156,11.5
645,2012-10-06,4,2012,october,0,6,holiday/weekend,1,22.720847,26.92605,66.41669999999999,17.957675000000002,3031,4934,7965,11.5
646,2012-10-07,4,2012,october,0,0,holiday/weekend,2,17.049153,20.99065,70.8333,9.457854000000001,781,2729,3510,11.5
647,2012-10-08,4,2012,october,1,1,holiday/weekend,2,15.716652999999999,19.3804,70.9583,12.708492999999999,874,4604,5478,11.5
648,2012-10-09,4,2012,october,0,2,working,2,18.313347,21.9056,76.16669999999999,12.7501,601,5791,6392,11.5
649,2012-10-10,4,2012,october,0,3,working,1,21.080847000000002,25.1571,63.083299999999994,12.584007,780,6911,7691,11.5
650,2012-10-11,4,2012,october,0,4,working,1,17.835,21.55835,46.3333,12.166932000000001,834,6736,7570,11.5
651,2012-10-12,4,2012,october,0,5,working,1,17.9375,21.65355,53.91669999999999,15.751164,1060,6222,7282,11.5
652,2012-10-13,4,2012,october,0,6,holiday/weekend,1,16.126653,19.5698,49.4583,9.791514,2252,4857,7109,11.5
653,2012-10-14,4,2012,october,0,0,holiday/weekend,1,21.388347,25.4102,64.0417,18.667004000000002,2080,4559,6639,11.5
654,2012-10-15,4,2012,october,0,1,working,2,23.028347,26.9575,70.75,19.834478999999998,760,5115,5875,11.5
655,2012-10-16,4,2012,october,0,2,working,1,19.201653,23.042299999999997,55.833299999999994,12.208807,922,6612,7534,11.5
656,2012-10-17,4,2012,october,0,3,working,1,18.689153,22.5054,69.2917,6.791857,979,6482,7461,11.5
657,2012-10-18,4,2012,october,0,4,working,2,21.4225,25.63125,72.8333,15.874779,1008,6501,7509,11.5
658,2012-10-19,4,2012,october,0,5,working,2,23.096653,26.894800000000004,81.5,9.041917999999999,753,4671,5424,11.5
659,2012-10-20,4,2012,october,0,6,holiday/weekend,1,19.850847,23.6421,57.2917,7.874979,2806,5284,8090,11.5
660,2012-10-21,4,2012,october,0,0,holiday/weekend,1,19.030847,22.82145,51.0,11.125618000000001,2132,4692,6824,11.5
661,2012-10-22,4,2012,october,0,1,working,1,19.9875,24.1471,56.833299999999994,5.4593811,830,6228,7058,11.5
662,2012-10-23,4,2012,october,0,2,working,1,22.310847,26.5152,64.16669999999999,6.3345686,841,6625,7466,11.5
663,2012-10-24,4,2012,october,0,3,working,1,24.087500000000002,27.93605,63.625,4.8762064,795,6898,7693,11.5
664,2012-10-25,4,2012,october,0,4,working,2,22.55,26.4844,80.0417,8.333125,875,6484,7359,11.5
665,2012-10-26,4,2012,october,0,5,working,2,22.379153000000002,26.137500000000003,80.7083,8.875289,1182,6262,7444,11.5
666,2012-10-27,4,2012,october,0,6,holiday/weekend,2,21.73,25.756649999999997,72.0,15.791364000000002,2643,5209,7852,11.5
667,2012-10-28,4,2012,october,0,0,holiday/weekend,2,19.5775,23.38855,69.4583,26.666535999999997,998,3461,4459,11.5
668,2012-10-29,4,2012,october,0,1,working,3,18.04,21.97,88.0,23.9994,2,20,22,0.0
669,2012-10-30,4,2012,october,0,2,working,2,13.045462,15.49545,82.5455,14.271603,87,1009,1096,18.0
670,2012-10-31,4,2012,october,0,3,working,2,14.657499999999999,18.055,66.6667,11.166689,419,5147,5566,11.5
671,2012-11-01,4,2012,november,0,4,working,2,14.999153000000002,18.4971,58.166700000000006,10.542182,466,5520,5986,11.5
672,2012-11-02,4,2012,november,0,5,working,1,14.555,17.802100000000003,52.208299999999994,17.833725,618,5229,5847,11.5
673,2012-11-03,4,2012,november,0,6,holiday/weekend,2,14.076653,16.1923,49.125,18.125443,1029,4109,5138,11.5
674,2012-11-04,4,2012,november,0,0,holiday/weekend,1,13.359153,16.4769,53.2917,12.000236,1201,3906,5107,11.5
675,2012-11-05,4,2012,november,0,1,working,1,13.085847,15.403749999999999,49.416700000000006,15.833775000000001,378,4881,5259,11.5
676,2012-11-06,4,2012,november,0,2,working,1,11.514153,14.07835,56.7083,11.625371,466,5220,5686,11.5
677,2012-11-07,4,2012,november,0,3,working,2,12.129153,13.73105,54.75,20.375236,326,4709,5035,11.5
678,2012-11-08,4,2012,november,0,4,working,1,14.439134,17.09455,33.3478,23.304945,340,4975,5315,11.869565217391305
